hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_eggs_sale_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_eggs_sale_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,province
HID538055,1,3,0,,7,1,0,30,0,,0,15,0,16000,0,3,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,30,23,7,1,30,23,7,31,.48387095,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,24000,120000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID538130,1,1,0,,15,1,0,20,0,,0,20,5,15000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,20,30,-10,25,.80000001,1.2,-.40000001,45,.44444445,0,,,,,,,,,,,,,,800,,,,,17000,15000,,16000,34500,172500,15000,22500,112500,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID538213,1,3,0,,25,1,0,30,0,,0,0,0,15000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,10,20,5,6,2,4,35,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,195000,195000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID538227,1,3,0,,15,1,0,18,0,,0,9,0,18000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,18,14,4,11,1.6363636,1.2727273,.36363637,29,.31034482,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,21600,108000,108000,1,3,0,,6,1,0,14,0,,0,4,0,14500,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,14,7,7,1,14,7,7,15,.26666668,0,,,,,,,,,,,500,,,500,,,,,14500,,14500,12000,21750,,14500,29000,87000,87000,5
HID538296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,30,1,1,25,0,,0,0,0,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,25,0,25,5,5,0,5,30,0,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,1
HID538328,1,1,0,,25,1,0,25,0,,0,25,0,15000,10,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,25,35,-10,35,.71428573,1,-.2857143,60,.41666666,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
HID538348,2,3,0,,20,1,0,6,0,,0,8,0,18000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,6,12,-6,26,.23076923,.46153846,-.23076923,32,.25,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,27000,108000,108000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID538406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID538450,1,3,0,,7,1,0,5,0,,0,0,0,18000,0,2,2,0,1,1,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,5,4,1,6,.83333331,.66666669,.16666667,11,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,25200,50400,50400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID538517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID538549,1,3,0,,3,1,0,10,0,,0,4,0,16000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,10,4,6,1,10,4,6,11,.36363637,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
HID538765,1,3,0,,5,1,0,0,0,,0,0,0,18000,0,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,2,-2,7,0,.2857143,-.2857143,7,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,27000,54000,54000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID538968,2,3,0,,30,1,0,70,0,,0,20,20,17000,0,0,50,0,0,,0,,1,40,0,0,15000,0,,,,,,,1,1,0,0,0,1,1,0,0,0,70,90,-20,50,1.4,1.8,-.40000001,120,.16666667,.33333334,,,,,,,,,,,1000,,,800,,,,,18000,17000,,16000,39100,782000,17000,25500,1275000,2057000,2,3,0,,50,1,0,0,70,5000,0,40,10,10000,0,5,50,0,0,,0,,0,0,0,0,,0,,,,,,350000,1,1,0,0,1,1,1,0,0,70,70,105,-35,85,.82352942,1.2352941,-.41176471,155,.25806451,0,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,15000,150000,10000,25000,1250000,1400000,7
HID539064,1,1,0,,12,1,0,18,8,15000,0,25,3,14000,0,0,0,0,0,,0,,1,10,1,1,40000,0,,,,,,120000,0,1,0,0,0,0,0,0,0,8,26,28,-2,14,1.8571428,2,-.14285715,40,.625,.25,,,,,,,,,,,,,,800,,,,,15000,14000,,16000,32200,96600,14000,,,96600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID539106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID539257,1,3,0,,25,1,0,30,0,,0,5,0,15000,0,0,15,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,20,10,15,2,1.3333334,.66666669,45,.11111111,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,19500,292500,292500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID539258,2,3,0,,20,1,0,8,0,,0,7,0,19000,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,8,10,-2,22,.36363637,.45454547,-.090909094,30,.23333333,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,24700,74100,74100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID539405,1,3,0,,20,1,0,13,5,25000,0,0,0,16000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,125000,0,0,0,0,0,0,1,0,0,5,18,0,18,2,9,0,9,20,0,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
HID539484,1,3,0,,60,1,0,200,0,,0,50,0,18000,0,30,60,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,1,0,0,0,200,140,60,1,200,140,60,201,.24875621,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,27000,1620000,1620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID539560,1,1,0,,15,1,0,20,0,,0,50,0,15000,0,0,8,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,20,58,-38,53,.3773585,1.0943396,-.71698111,73,.68493152,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,15000,120000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID539741,2,3,0,,5,1,0,8,0,,0,4,0,20000,0,0,2,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,8,6,2,3,2.6666667,2,.66666669,11,.36363637,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,46000,,20000,28000,56000,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
HID539820,1,3,0,,10,1,0,50,0,,0,30,5,15500,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,50,40,10,1,50,40,10,51,.58823532,0,,,,,,,,,,,,,,800,,,,,16000,15500,,16000,35650,178250,15500,23250,116250,294500,1,3,,,15,1,0,50,0,,0,30,0,12000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,50,35,15,1,50,35,15,51,.58823532,0,,,,,,,,,,,500,,,500,,,,,12000,,12000,12000,18000,,12000,24000,120000,120000,20
HID539954,1,3,0,,20,1,0,10,0,,0,15,0,15000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,10,20,-10,30,.33333334,.66666669,-.33333334,40,.375,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,18000,90000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID540072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
HID540099,1,3,0,,30,1,0,60,0,,0,20,10,17000,0,0,24,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,60,54,6,24,2.5,2.25,.25,84,.23809524,0,,,,,,,,,,,1000,,,800,,,,,18000,17000,,16000,39100,391000,17000,25500,612000,1003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID540183,2,3,0,,50,1,0,60,0,,0,20,0,18000,0,3,5,0,0,,1,0,0,0,0,1,20000,1,20000,,,,,,1,0,0,0,1,1,1,0,0,0,60,28,32,18,3.3333333,1.5555556,1.7777778,78,.25641027,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,27000,135000,135000,2,3,0,,5,1,0,20,0,,0,0,0,14500,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,20,5,15,1,20,5,15,21,0,0,,,,,,,,,,,500,,,500,,,,,14500,,14500,12000,21750,,14500,21750,108750,108750,5
HID540279,2,1,0,,20,1,0,10,0,,0,20,5,15000,0,0,10,1,1,1,0,,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,10,35,-25,45,.22222222,.77777779,-.55555558,55,.36363637,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,172500,15000,15000,150000,322500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID540399,1,3,0,,30,1,0,10,0,,0,10,5,16000,0,0,15,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,10,30,-20,50,.2,.60000002,-.40000001,60,.16666667,0,,,,,,,,,,,,,,800,,,,,15000,16000,,16000,36800,184000,16000,24000,360000,544000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID540661,1,3,0,,100,1,0,20,0,,0,2,0,16000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,7,13,87,.22988506,.080459774,.14942528,107,.018691588,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,,16000,24000,120000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID540689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID540760,2,3,0,,10,1,0,27,0,,0,10,0,20000,0,3,7,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,1,0,0,0,27,20,7,3,9,6.6666665,2.3333333,30,.33333334,0,,,,,,,,,,,800,,,800,,,,,20000,,20000,16000,46000,,20000,24000,168000,168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID540881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID540915,1,3,0,,40,1,0,60,0,,10,20,0,17000,0,0,30,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,10,70,50,20,20,3.5,2.5,1,90,.22222222,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,,17000,22100,663000,663000,1,3,0,,20,1,0,0,0,,0,2,0,10000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,0,12,-12,32,0,.375,-.375,32,.0625,0,,,,,,,,,,,400,,,500,,,,,10000,,10000,12000,15000,,10000,20000,200000,200000,21
HID540946,1,1,0,,50,1,0,100,0,,0,20,50,17000,0,0,0,0,0,,0,,0,0,0,0,,1,100000,,,,,,0,1,0,0,0,0,0,0,0,0,100,70,30,20,5,3.5,1.5,120,.16666667,0,,,,,,,,,,,800,,,800,,,,,15000,17000,,16000,39100,1955000,17000,,,1955000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID541033,2,3,0,,10,1,0,30,0,,0,23,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,30,23,7,3,10,7.6666665,2.3333333,33,.69696969,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,,,0,2,3,0,,3,1,0,50,0,,0,52,0,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,0,1,0,0,0,50,52,-2,5,10,10.4,-.40000001,55,.94545454,0,,,,,,,,,,,250,,,500,,,,,10000,,10000,12000,15000,,10000,,,0,2
HID541038,1,3,0,,2,1,1,0,0,,0,0,0,18000,1,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,-1,3,0,.33333334,-.33333334,3,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID541059,2,1,0,,60,1,0,30,10,30000,0,30,25,16000,0,0,20,0,0,,1,0,0,0,0,0,,1,12000,,,,,300000,1,1,0,0,0,1,0,0,0,10,40,75,-35,95,.42105263,.78947371,-.36842105,135,.22222222,0,,,,,,,,,,,,,,800,,,,,17000,16000,,16000,36800,920000,16000,22400,448000,1368000,2,1,0,,30,1,0,20,20,6000,0,0,15,15000,0,0,8,0,0,,1,0,0,0,0,0,,0,,,,,,120000,1,1,0,0,0,1,0,0,0,20,40,23,17,13,3.0769231,1.7692307,1.3076923,53,0,0,,,,,,,,,,,450,,,500,,,,,13000,15000,,12000,22500,337500,15000,30000,240000,577500,14
HID541086,1,1,0,,30,1,0,20,0,,0,0,10,14000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,0,20,10,10,20,1,.5,.5,40,0,0,,,,,,,,,,,,,,800,,,,,15000,14000,,16000,32200,322000,14000,,,322000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID541093,1,3,0,,12,1,0,0,0,,0,0,2,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,1,0,0,0,0,7,-7,19,0,.36842105,-.36842105,19,0,0,,,,,,,,,,,1000,,,800,,,,,18000,18000,,16000,41400,82800,18000,32400,162000,244800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID541366,1,3,0,,10,1,0,20,0,,0,15,0,18000,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,18,2,8,2.5,2.25,.25,28,.53571427,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,,18000,36000,108000,108000,1,3,0,,10,1,0,0,10,3500,0,0,0,10000,0,0,0,0,0,,0,,0,0,0,0,,0,,2,25,3,500,35000,0,0,1,0,0,0,1,0,0,10,10,0,10,1,10,0,10,11,0,0,150,1095.75,,,,,1,150,,,500,,500,500,,75000,75000,,10000,,10000,12000,15000,,10000,,,75000,7
HID541461,1,3,0,,10,1,0,30,0,,0,5,0,19000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,15,15,1,30,15,15,31,.16129032,0,,,,,,,,,,,,,,800,,,,,19000,,19000,16000,43700,,19000,28500,285000,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
HID541546,1,3,0,,10,1,0,30,0,,0,40,0,14000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,50,-20,30,1,1.6666666,-.66666669,60,.66666669,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,,14000,18200,182000,182000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
HID541594,1,3,0,,40,1,0,20,0,,0,0,0,15000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,20,5,15,25,.80000001,.2,.60000002,45,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,,15000,15000,75000,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID541629,1,1,0,,30,1,0,10,0,,0,20,3,20000,3,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,1,0,0,0,0,10,28,-18,48,.20833333,.58333331,-.375,58,.34482759,0,,,,,,,,,,,,,,800,,,,,17000,20000,,16000,46000,138000,20000,28000,56000,194000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID541749,2,3,0,,9,1,0,54,0,,0,3,0,20000,0,0,15,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,54,18,36,1,54,18,36,55,.054545455,0,,,,,,,,,,,800,,,800,,,,,20000,,20000,16000,46000,,20000,24000,360000,360000,2,3,0,,13,1,0,0,0,,0,0,0,12000,0,0,2,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,0,1,1,0,0,0,0,2,-2,15,0,.13333334,-.13333334,15,0,0,,,,,,,,,,,,,,500,,,,,12000,,12000,12000,18000,,12000,12000,24000,24000,12
HID541752,2,1,0,,6,1,0,6,0,,0,0,5,16000,0,0,1,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,0,1,0,0,0,0,6,6,0,6,1,1,0,12,0,0,,,,,,,,,,,800,,,800,,,,,17000,16000,,16000,36800,184000,16000,16000,16000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID541844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,30,1,1,8,10,10000,0,20,0,13000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,100000,1,0,0,0,0,1,1,0,0,10,18,25,-7,37,.48648649,.67567569,-.1891892,55,.36363637,0,,,,,,,,,,,450,,,500,,,,,13000,,13000,12000,19500,,13000,26000,130000,130000,14
HID541980,1,3,0,,20,1,0,30,0,,0,12,0,18000,0,0,2,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,1,0,0,0,30,14,16,4,7.5,3.5,4,34,.35294119,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,,18000,21600,43200,43200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID542203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
