province,hhid,qty_rice_harvested,area_rice_harvested
5,HID549346,0,0
19,HID549492,0,0
2,HID549518,0,0
14,HID549528,8880,2.4
15,HID549533,0,0
20,HID549582,2500,0.51
1,HID549707,6000,6
4,HID549931,3000,1
21,HID549995,500,0.2
5,HID550022,600,0.73
,HID550158,1000,1.13
6,HID550213,24000,6
3,HID550249,1200,0.7
21,HID550291,2200,2.25
21,HID550314,1550,0.62
25,HID550404,1140,0.6
3,HID550478,0,0
2,HID550541,800,0.2
3,HID550558,600,0.5
5,HID550564,4800,1.5
20,HID550602,1000,0.53
24,HID550612,0,0
14,HID550666,1500,0.8
10,HID550693,0,0
2,HID550778,50000,18
3,HID550888,1050,0.3
17,HID550946,0,0
14,HID550982,1400,0.5
21,HID551027,1520,0.46
8,HID551064,3500,1.2
18,HID551090,0,0
20,HID551092,350,0.1
5,HID551112,1000,0.5
1,HID551115,1500,2
9,HID551137,0,0
22,HID551180,0,0
1,HID551287,7000,3.48
21,HID551291,3100,1.3
5,HID551306,2500,1.25
5,HID551316,400,0.3
13,HID551381,1600,2
1,HID551382,0,0
7,HID551566,1200,1
7,HID551609,1275,0.7
14,HID551624,5000,1.29
20,HID551638,1000,0.4
3,HID551709,0,0
5,HID551742,1000,0.49
5,HID551791,1030,0.36
6,HID551862,20000,4
3,HID551873,2400,0.95
25,HID551878,3500,1
1,HID552204,0,0
8,HID552212,2800,0.8
20,HID552386,1200,0.95
18,HID552472,0,0
17,HID552539,0,0
2,HID552592,0,0
15,HID552721,9000,3
1,HID552732,1000,0.5
5,HID552747,820,0.32
21,HID552773,1200,0.49
14,HID552780,0,0
4,HID552940,2800,2.15
10,HID552975,3990,0.9
12,HID553025,0,0
3,HID553122,720,0.2
2,HID553276,5500,2
14,HID553334,12000,1.35
3,HID553433,0,0
17,HID553666,1000,0.7
6,HID553680,1200,0.95
3,HID553698,5000,2
2,HID553819,0,0
8,HID554043,1250,0.3
3,HID554071,1200,0.36
21,HID554103,2500,1.5
8,HID554224,0,0
6,HID554284,600,0.33
2,HID554384,75725,26
5,HID554402,780,0.5
6,HID554447,0,0
14,HID554660,750,0.42
4,HID554691,0,0
10,HID554703,0,0
1,HID554739,3000,1
9,HID554880,0,0
14,HID554948,2300,0.8
7,HID555032,5660,2.104
17,HID555062,0,0
23,HID555114,1210,0.6
25,HID555137,2000,1.2
17,HID555211,1230,1
2,HID555339,1000,2
17,HID555409,120,0.02
21,HID555581,1200,0.59
1,HID555705,4000,0.5
5,HID555752,300,0.35
8,HID555850,2000,0.5
3,HID555863,0,0
3,HID555937,1500,1
21,HID556021,1300,0.35
15,HID556023,800,0.5
6,HID556135,4500,0.65
6,HID556239,0,0
7,HID556262,500,0.08
6,HID556470,10000,2
17,HID556485,4800,5
14,HID556522,2000,0.75
8,HID556539,0,0
20,HID556572,6000,2.95
22,HID556588,4000,2
4,HID556679,600,0.1799
14,HID556734,18200,3
21,HID556782,350,0.1
8,HID556786,0,0
14,HID556842,0,0
14,HID556875,4000,1.5
4,HID557081,1750,1
2,HID557198,3000,2.8
14,HID557332,850,0.5
7,HID557355,0,0
7,HID557484,1600,0.8
12,HID557549,700,0.11
17,HID557667,2000,1
2,HID557802,30000,18
10,HID558019,0,0
8,HID558079,0,0
24,HID558080,0,0
2,HID558104,0,0
19,HID558112,1800,1
21,HID558185,1200,0.6
14,HID558266,1000,1.5
12,HID558290,0,0
13,HID558294,25000,17
4,HID558300,4500,0.8999
21,HID558419,6840,0.98
4,HID558610,1300,1.08
17,HID558673,1500,1.3
5,HID558693,0,0
11,HID558997,0,0
15,HID559042,1500,2
20,HID559155,2100,0.75
4,HID559191,0,0
22,HID559342,0,0
7,HID559367,900,0.18
22,HID559373,1600,1.07
6,HID559441,0,0
3,HID559527,0,0
14,HID559535,22000,4.4
18,HID559619,600,0.3
21,HID559664,20000,2
5,HID559736,1100,0.8
15,HID559922,25000,5
17,HID559984,2500,2
14,HID559988,4000,1
9,HID560062,0,0
4,HID560089,1750,1.4
12,HID560200,150,0.15
6,HID560331,6000,0.5
12,HID560379,0,0
22,HID560416,0,0
3,HID560421,11100,4.44
6,HID560483,500,0.5
25,HID560495,1120,0.85
25,HID560501,3500,0.9
12,HID560539,0,0
9,HID560640,0,0
10,HID560653,880,0.7
14,HID560711,8500,1
6,HID560780,1500,0.5
12,HID560941,2000,0.5
25,HID560961,0,0
5,HID561067,0,0
25,HID561250,1250,0.5
2,HID561251,0,0
3,HID561302,800,0.18
1,HID561376,3000,3
21,HID561407,300,0.15
17,HID561491,800,1
20,HID561594,1000,0.5
21,HID561628,1300,0.85
21,HID561876,3000,1.71
14,HID561882,0,0
1,HID561928,0,0
15,HID562014,500,0.5
25,HID562109,8400,1.2
21,HID562166,2550,0.41
10,HID562188,0,0
5,HID562256,2000,0.95
3,HID562476,0,0
5,HID562509,4700,1.9
18,HID562537,583,0.06
,HID562668,0,0
14,HID562756,500,0.55
1,HID562782,1000,2
1,HID562804,5000,1.5
7,HID562808,2300,1
,HID562984,0,0
13,HID563029,0,0
17,HID563044,0,0
11,HID563095,2500,2
15,HID563119,35000,6.5
3,HID563180,600,0.4
17,HID563201,14000,12
1,HID563226,1300,1
8,HID563325,0,0
14,HID563381,3360,1.38
14,HID563392,0,0
17,HID563419,1000,1
15,HID563523,800,1
2,HID563692,0,0
4,HID563749,440,0.25
8,HID563816,0,0
7,HID564045,250,0.2
12,HID564116,0,0
1,HID564128,21000,8.5
3,HID564265,0,0
19,HID564267,0,0
3,HID564387,4500,1.5
14,HID564489,1500,0.95
1,HID564547,0,0
14,HID564559,9000,3
7,HID564638,6000,5
15,HID564674,1000,1.5
2,HID564783,6000,2.5
3,HID565052,4000,0.8
25,HID565163,0,0
17,HID565238,0,0
8,HID565251,0,0
6,HID565292,660,0.7
20,HID565355,7500,2.79
5,HID565384,1100,0.16
20,HID565419,3000,1.8
21,HID565500,600,0.2
14,HID565547,3500,3
4,HID565655,600,4.9102
14,HID565682,0,0
21,HID565800,0,0
12,HID565847,0,0
6,HID566091,3000,0.57
10,HID566123,0,0
4,HID566156,1500,1.05
17,HID566381,0,0
22,HID566391,5000,3
12,HID566403,200,0.1
6,HID566461,0,0
25,HID566510,0,0
12,HID566600,480,0.7
21,HID566643,0,0
3,HID566703,1050,0.7
17,HID566750,0,0
9,HID566786,0,0
16,HID566937,0,0
4,HID566986,3000,1
3,HID567015,280,0.3
1,HID567221,50000,26
15,HID567265,0,0
7,HID567291,420,0.2
1,HID567345,6000,3
13,HID567434,3000,2.5
10,HID567563,3500,2
3,HID567566,0,0
15,HID567837,3000,1.62
21,HID568027,1500,0.5
20,HID568110,9750,2.67
21,HID568129,0,0
14,HID568147,0,0
24,HID568335,0,0
14,HID568394,1000,0.18
8,HID568406,0,0
5,HID568490,2500,1
14,HID568611,0,0
20,HID568796,1750,1
14,HID568927,2000,1
2,HID569118,3000,0.96
14,HID569161,0,0
1,HID569192,0,0
9,HID569313,0,0
20,HID569334,2250,0.58
14,HID569380,3000,0.5
2,HID569399,0,0
20,HID569453,1000,0.5
11,HID569466,0,0
15,HID569562,1500,1.1
7,HID569607,935,0.3675
17,HID569665,0,0
3,HID569666,5000,2
14,HID569780,0,0
20,HID569876,1000,0.7
2,HID569993,0,0
14,HID570027,2500,0.9
25,HID570068,2100,0.9
15,HID570094,0,0
14,HID570202,72775,24
6,HID570225,1500,2
15,HID570287,150,0.5
8,HID570314,0,0
14,HID570342,3000,3.3
5,HID570705,0,0
14,HID570857,0,0
7,HID570881,330,0.35
22,HID570934,1000,1.5
17,HID570999,500,0.5
14,HID571006,300,0.2
16,HID571064,1750,1
8,HID571184,250,0.38
6,HID571215,900,0.5
4,HID571283,1500,0.5
22,HID571320,0,0
1,HID571585,3500,3.5
1,HID571591,1000,1.96
8,HID571619,0,0
8,HID571671,0,0
4,HID571691,1500,1.24
3,HID571701,3200,0.8
2,HID571717,0,0
,HID571749,0,0
6,HID571820,2500,1.5
8,HID571861,1800,1
2,HID571874,500,2
6,HID571908,720,1
21,HID571925,1620,0.33
4,HID571955,0,0
5,HID571965,1360,0.51
8,HID572001,0,0
4,HID572022,10000,1.7
9,HID572104,1500,0.5
20,HID572178,5060,2.25
3,HID572232,1050,0.4
4,HID572254,380,0.076
21,HID572359,9800,1.68
17,HID572431,1000,0.5
4,HID572439,0,0
6,HID572454,0,0
6,HID572518,0,0
14,HID572643,6000,1.52
1,HID572705,0,0
3,HID572736,0,0
25,HID572811,0,0
8,HID572836,0,0
17,HID572880,4000,2.04
8,HID572906,1200,0.6
25,HID572952,0,0
5,HID573085,4500,1.83
10,HID573126,0,0
5,HID573216,240,0.2
15,HID573352,280,0.5
23,HID573423,2750,1.3024
6,HID573502,560,0.5
7,HID573708,1000,0.64
6,HID573819,3000,3.5
19,HID573948,2240,1.5
15,HID574085,0,0
1,HID574100,1500,0.16
2,HID574171,80000,18
23,HID574221,400,0.052
20,HID574308,2400,1.79
1,HID574332,1000,2
5,HID574443,1200,1
3,HID574451,300,0.25
25,HID574507,6000,2
2,HID574680,4500,2
17,HID574778,16000,4
4,HID574780,20000,2.95
15,HID574944,300,1
21,HID574976,1380,0.57
4,HID575148,0,0
17,HID575244,0,0
21,HID575310,0,0
8,HID575311,2500,0.4
21,HID575320,450,0.1
21,HID575333,2000,0.5
6,HID575376,1500,0.8
17,HID575486,0,0
5,HID575558,700,0.2
14,HID575741,4200,1.25
14,HID575771,4500,0.97
7,HID575834,0,0
8,HID575847,0,0
10,HID575851,0,0
4,HID575883,1500,0.5
17,HID575913,1000,1
8,HID576002,0,0
14,HID576012,800,0.3
8,HID576019,0,0
5,HID576043,1000,0.33
25,HID576055,0,0
17,HID576476,0,0
17,HID576500,2500,1.35
1,HID576577,1500,1.5
15,HID576599,1160,1.75
12,HID576757,2900,0.58
21,HID576790,1900,0.75
1,HID576804,800,0.7
10,HID576947,500,0.15
8,HID577026,0,0
14,HID577031,0,0
4,HID577097,0,0
15,HID577234,0,0
1,HID577337,0,0
17,HID577392,20000,4
8,HID577432,0,0
25,HID577625,0,0
17,HID577639,1000,1
17,HID577801,0,0
1,HID577814,0,0
21,HID577962,1800,0.7
20,HID578113,2460,0.8
21,HID578143,7310,2
19,HID578162,0,0
21,HID578178,8000,0.8
17,HID578262,500,0.5
20,HID578502,0,0
22,HID578621,3000,2
10,HID578634,0,0
5,HID578687,1500,0.7
6,HID578927,675,0.245
14,HID578953,5500,1.5
10,HID579017,3500,0.9
4,HID579178,5000,1.5
13,HID579260,2280,0.5
1,HID579304,75725,26
6,HID579370,5500,2.2
20,HID579434,0,0
22,HID579506,1500,1
5,HID579635,1700,1.12
2,HID579646,0,0
1,HID579887,1000,0.5
5,HID580017,0,0
17,HID580157,0,0
5,HID580193,500,0.2
20,HID580303,1950,1.54
1,HID580382,6000,2.7
19,HID580431,0,0
17,HID580478,500,0.5
10,HID580715,1500,0.3
3,HID580777,600,0.6
10,HID580925,1500,1
1,HID581070,8000,1.8
1,HID581136,0,0
14,HID581169,5000,1.2
9,HID581265,0,0
25,HID581296,0,0
25,HID581310,1325,1
7,HID581451,3000,0.635
25,HID581452,0,0
24,HID581457,0,0
17,HID581497,3000,1
23,HID581537,1750,0.53
25,HID581710,0,0
3,HID581862,0,0
20,HID581920,1500,0.6
25,HID581925,0,0
7,HID581929,900,0.75
16,HID582151,0,0
25,HID582338,1000,0.3
14,HID582357,0,0
17,HID582392,2500,1
14,HID582520,4500,1.5
20,HID582558,500,0.26
1,HID582585,2500,0.8
14,HID582624,9600,1.2
12,HID582660,0,0
20,HID582778,990,0.3
14,HID582824,1000,0.7
16,HID582996,0,0
5,HID583025,350,0.2
12,HID583037,480,0.19
25,HID583087,2400,1
3,HID583093,0,0
14,HID583311,1700,0.4
14,HID583343,56000,4
7,HID583353,3500,1.2
2,HID583400,1500,2
8,HID583438,15000,3
18,HID583577,0,0
18,HID583592,1800,0.5
17,HID583827,600,1
3,HID583839,400,0.1
1,HID583878,3000,2.5
17,HID583974,0,0
14,HID584137,7000,1.4
21,HID584174,3480,2.5
17,HID584225,0,0
25,HID584235,500,0.26
5,HID584254,0,0
10,HID584256,2000,1
7,HID584349,0,0
1,HID584374,5000,2
2,HID584393,30000,8
2,HID584586,0,0
21,HID584635,3500,1.46
17,HID584789,20000,5
25,HID584796,1600,0.8
5,HID584824,1200,0.43
12,HID584931,1530,0.68
17,HID585067,600,0.4
4,HID585195,2400,0.63
15,HID585335,1500,0.47
7,HID585375,0,0
16,HID585434,0,0
5,HID585451,1200,0.7
6,HID585526,0,0
14,HID585584,3000,0.67
3,HID585773,0,0
14,HID585779,0,0
14,HID585919,3500,0.8
10,HID585936,0,0
1,HID585955,0,0
3,HID585977,1400,0.96
10,HID586020,6600,1.5
19,HID586084,1700,1
21,HID586114,1575,0.45
14,HID586324,0,0
1,HID586379,3000,1.3
24,HID586421,0,0
5,HID586426,180,0.09
6,HID586493,800,1
13,HID586509,500,1
10,HID586516,250,1.1
17,HID586549,3000,1.3832
6,HID586551,1000,1
14,HID586591,23000,4.5
10,HID586672,1500,1.5
8,HID586759,0,0
21,HID586785,20,0.0035
3,HID586960,0,0
20,HID587086,5000,2
5,HID587153,4300,2.5
8,HID587165,1100,0.5
9,HID587254,0,0
14,HID587478,1000,0.3
10,HID587500,3500,1.18
3,HID587549,0,0
17,HID587576,0,0
22,HID587598,2800,3
4,HID587622,5800,2
21,HID587775,1500,0.45
20,HID587958,800,0.4
23,HID588107,1100,0.5
3,HID588168,0,0
4,HID588180,150,0.3
16,HID588279,900,1
8,HID588347,0,0
4,HID588411,600,0.094
14,HID588561,7000,4.1
21,HID588699,900,0.35
15,HID588753,0,0
14,HID588881,5500,1.02
22,HID588968,4350,2
5,HID589107,3000,1.45
21,HID589110,4500,0.36
5,HID589267,250,0.12
9,HID589504,0,0
3,HID589513,1000,0.3
20,HID589525,2600,1.34
2,HID589529,1300,0.5
15,HID589567,0,0
3,HID589582,0,0
20,HID589711,2500,1.4
4,HID589738,2000,0.9
17,HID589770,3500,1.8
11,HID589799,0,0
25,HID589873,0,0
21,HID589921,0,0
14,HID590057,1780,1.15
3,HID590102,4000,5.9
20,HID590206,1690,0.7
21,HID590347,0,0
1,HID590359,1000,0.16
8,HID590399,2060,0.49
4,HID590606,1050,0.32
1,HID590641,4000,2.5
17,HID590865,2500,0.8
5,HID590959,800,0.4
12,HID590998,0,0
15,HID591030,10000,2.7
19,HID591250,1800,1.5
3,HID591366,0,0
10,HID591384,3000,4
25,HID591395,8200,4
5,HID591410,300,0.14
17,HID591414,1500,2
14,HID591422,6300,1.6
22,HID591456,3060,2
1,HID591570,900,0.15
2,HID591589,5000,5.5
20,HID591598,4000,2.38
8,HID591727,0,0
7,HID591773,1070,0.43
14,HID591807,0,0
17,HID591888,1000,1
4,HID591936,3000,1.02
21,HID591947,2660,0.74
21,HID591948,3000,1
25,HID592051,1200,1.2
14,HID592290,0,0
20,HID592425,800,0.3
14,HID592478,6400,3
6,HID592524,4000,3
24,HID592535,0,0
8,HID592539,0,0
15,HID592689,0,0
12,HID592836,13000,5
20,HID592929,5000,2.9
5,HID592992,1800,1
6,HID593010,0,0
5,HID593300,3000,1.5
10,HID593309,0,0
14,HID593313,2500,1.3
20,HID593324,400,0.35
17,HID593540,4000,2
5,HID593588,1800,0.74
8,HID593631,0,0
8,HID593903,0,0
21,HID593942,180,0.14
8,HID593955,700,0.25
1,HID594048,0,0
17,HID594319,6000,2
5,HID594430,3400,2.5
4,HID594480,2000,0.28
14,HID594497,1200,0.52
8,HID594557,0,0
5,HID594558,850,0.8
4,HID594584,2100,2.12
11,HID594628,20000,6
6,HID594686,3000,0.5
3,HID594703,500,0.1
15,HID594734,0,0
17,HID594905,1600,1
22,HID594997,6100,5
2,HID595022,0,0
13,HID595266,0,0
4,HID595338,1235,0.61
4,HID595380,0,0
14,HID595398,1500,2
17,HID595435,500,0.5
10,HID595451,2000,1
14,HID595478,0,0
14,HID595589,17500,3.5
6,HID595651,3000,0.575
14,HID595712,350,0.2
14,HID595816,3500,1
15,HID595844,0,0
1,HID595928,3000,3
6,HID595937,0,0
10,HID595940,0,0
10,HID595969,12650,8
8,HID596055,0,0
14,HID596070,2500,1
7,HID596134,0,0
18,HID596187,0,0
8,HID596215,0,0
21,HID596247,800,0.3
14,HID596297,1500,0.7
17,HID596632,600,0.2
14,HID596635,2100,0.5
,HID596687,0,0
4,HID596688,800,0.25
6,HID596753,450,0.47
5,HID596765,500,0.2
23,HID596778,0,0
4,HID596823,0,0
25,HID596898,350,0.2
17,HID596902,0,0
20,HID597002,2000,0.98
20,HID597139,150,0.5
14,HID597221,300,0.55
17,HID597279,1300,0.84
1,HID597294,2000,1
18,HID597295,1400,1.5
7,HID597312,0,0
21,HID597325,1500,0.15
14,HID597441,2340,0.87
14,HID597593,3000,2
8,HID597626,0,0
25,HID597652,0,0
21,HID597657,3900,0.5
22,HID597676,1500,2
3,HID597711,1400,1.2
20,HID597734,700,0.2
15,HID597875,3000,3
24,HID597876,0,0
18,HID597916,1100,1.2
11,HID597917,3500,1.5
8,HID598016,0,0
3,HID598119,3500,1.9
3,HID598233,0,0
4,HID598327,1500,1.15
15,HID598351,0,0
13,HID598401,7500,6
1,HID598416,5000,3
7,HID598573,3000,1.15
17,HID598681,0,0
20,HID598763,0,0
16,HID598925,700,0.5
21,HID599060,2000,0.4
21,HID599104,1500,0.4
25,HID599128,0,0
20,HID599211,0,0
5,HID599407,4000,2.7
1,HID599591,0,0
8,HID599778,0,0
21,HID599790,0,0
8,HID599904,38000,8
20,HID599906,1900,0.5
17,HID599943,0,0
14,HID600038,500,1.04
25,HID600041,2500,0.95
6,HID600151,0,0
16,HID600250,0,0
1,HID600372,0,0
14,HID600427,880,0.25
25,HID600573,0,0
20,HID600942,0,0
14,HID601049,4000,3.6
25,HID601581,0,0
20,HID601704,0,0
7,HID601760,720,0.3
20,HID601775,4000,2
21,HID601827,1300,0.7
7,HID601915,375,0.149
1,HID602008,3500,2.5
5,HID602028,2000,0.9
14,HID602082,0,0
3,HID602128,0,0
20,HID602223,300,0.5
14,HID602246,2500,1.1
15,HID602273,8000,7
14,HID602276,4000,0.55
20,HID602672,1950,0.89
7,HID602822,900,0.62
14,HID602889,0,0
14,HID603106,16000,4.41
25,HID603202,700,0.25
21,HID603258,3000,0.545
20,HID603380,600,0.25
6,HID603383,0,0
20,HID603432,0,0
25,HID603468,210,0.2
2,HID603499,3000,1
6,HID603546,3000,2.5
14,HID603572,0,0
5,HID603605,2000,1.5
3,HID603758,500,0.26
14,HID603979,2100,0.89
13,HID604125,4000,3.5
8,HID604132,500,0.17
19,HID604140,4000,2
2,HID604203,6000,2
,HID604278,0,0
17,HID604309,0,0
4,HID604341,15000,3
17,HID604446,0,0
12,HID604514,4864,2
4,HID604536,5000,1
14,HID604554,4000,1.39
10,HID604745,600,0.7
8,HID605006,0,0
8,HID605074,1400,0.5
5,HID605103,2300,1.01
1,HID605105,0,0
5,HID605114,560,0.4
10,HID605117,0,0
5,HID605139,0,0
7,HID605488,1100,0.5
10,HID605493,0,0
19,HID605572,2500,1.5
2,HID605651,1800,0.66
12,HID605660,0,0
5,HID605694,280,0.27
4,HID605760,0,0
7,HID605782,2000,0.71
2,HID605851,12000,2
20,HID605956,4000,1.49
10,HID606191,0,0
12,HID606204,4900,1.7
16,HID606252,0,0
3,HID606255,0,0
17,HID606418,1500,2
6,HID606435,0,0
14,HID606537,1150,0.67
14,HID606658,1000,0.52
2,HID606684,0,0
1,HID606704,7000,3
6,HID606794,0,0
3,HID606906,2000,0.18
4,HID607045,1500,1.6
8,HID607072,0,0
4,HID607101,1000,0.5
14,HID607395,2000,0.4
21,HID607473,200,0.04
12,HID607670,0,0
10,HID607882,0,0
9,HID607951,0,0
2,HID607989,0,0
10,HID607993,2000,1
3,HID608087,2100,0.6
3,HID608238,0,0
7,HID608297,4500,1.05
20,HID608306,2500,0.8
2,HID608353,3500,1.5
13,HID608430,13500,10
7,HID608523,4075,1.34
2,HID608661,1000,2
25,HID608685,0,0
13,HID608803,14000,11.5
6,HID608815,2000,1.4
14,HID608831,1500,0.65
1,HID608901,20000,7
5,HID608915,1100,0.5
11,HID609001,6500,5
13,HID609083,450,1
5,HID609157,750,0.12
4,HID609207,1026,0.4
14,HID609256,1850,0.75
22,HID609295,2000,2.32
3,HID609338,0,0
20,HID609355,0,0
7,HID609404,3150,1.23
25,HID609425,0,0
7,HID609505,1050,0.5
5,HID609641,2000,1
17,HID609762,2000,1
14,HID609780,1400,0.65
12,HID609789,1200,0.6
2,HID609790,0,0
17,HID609839,0,0
14,HID609878,350,0.13
18,HID609911,0,0
6,HID609922,0,0
5,HID609990,720,0.2
2,HID610030,0,0
16,HID610091,0,0
4,HID610154,390,0.165
8,HID610259,35000,5
,HID610337,27200,6.8
3,HID610356,600,1
1,HID610390,3000,3.88
25,HID610409,2000,1
15,HID610428,0,0
3,HID610543,6000,1.05
3,HID610709,12000,3
12,HID610712,600,0.3
8,HID610720,0,0
6,HID610722,300,1
8,HID610727,0,0
15,HID610768,4000,1.5
14,HID610805,1500,0.5
1,HID610824,5000,3
25,HID611031,350,0.12
8,HID611113,2800,0.6
1,HID611141,4500,3.32
5,HID611142,600,0.4
7,HID611187,90,0.025
2,HID611236,2500,1
2,HID611537,25300,7
2,HID611541,20000,6
20,HID611557,2400,1.5
3,HID611623,4480,2.52
,HID611792,720,0.4
14,HID611816,0,0
14,HID611944,1080,0.2
4,HID612057,1500,0.24
6,HID612128,2000,1.4
1,HID612132,0,0
19,HID612213,120,0.25
3,HID612280,1000,0.18
6,HID612446,13500,4.5
5,HID612536,900,0.27
14,HID612724,4000,3
14,HID612726,8300,0.5125
20,HID612742,7750,4.57
6,HID612773,21000,6.8
5,HID612935,2030,0.78
10,HID612984,0,0
20,HID613123,2500,0.8
14,HID613141,1100,0.6
15,HID613225,1000,0.37
13,HID613244,5000,9
4,HID613272,0,0
20,HID613509,2650,1.3
14,HID613715,0,0
6,HID613727,3000,1.5
3,HID613790,1400,0.5
4,HID613809,750,2.07
5,HID614188,0,0
7,HID614288,1000,1
17,HID614289,0,0
14,HID614325,2500,1.27
21,HID614337,2650,1.14
2,HID614472,3000,1
8,HID614579,12000,1.3
20,HID614940,0,0
22,HID614993,2000,3
14,HID615055,2000,0.99
3,HID615131,560,0.2
16,HID615265,3000,1.5
1,HID615445,1000,0.2
10,HID615477,1500,0.5
10,HID615489,2000,0.5
3,HID615547,2000,0.2861
24,HID615641,0,0
25,HID615680,0,0
4,HID615683,4000,1
5,HID615776,2000,1.005
7,HID615842,1540,0.7
1,HID615889,0,0
2,HID616203,16000,8
3,HID616291,0,0
21,HID616309,500,0.08
21,HID616393,3680,1
14,HID616554,0,0
12,HID616603,0,0
3,HID616639,1000,0.8
14,HID616649,3600,1.1
17,HID616811,960,0.15
17,HID616852,8000,2
17,HID616959,0,0
4,HID616996,1200,0.5
18,HID617095,0,0
19,HID617101,1000,1
17,HID617200,400,0.5
5,HID617308,800,0.29
25,HID617358,1500,0.49
12,HID617400,0,0
7,HID617483,820,0.2116
20,HID617529,1650,1.7
5,HID617558,630,0.52
16,HID617837,0,0
24,HID617947,0,0
25,HID618054,0,0
20,HID618150,2000,1.4
21,HID618195,2200,0.5
2,HID618221,9000,5
8,HID618315,0,0
6,HID618466,1500,0.7
3,HID618566,600,0.2
4,HID618597,3000,0.5
24,HID618679,0,0
1,HID618755,0,0
14,HID618766,2400,0.7
18,HID618868,0,0
3,HID618943,5500,1.75
17,HID619073,0,0
20,HID619089,0,0
17,HID619147,3500,2
7,HID619178,700,0.29
4,HID619298,13000,2.59
14,HID619398,12000,4.2
14,HID619460,3700,0.4
7,HID619771,0,0
21,HID619898,5000,1.2
14,HID619970,0,0
10,HID620022,5000,1
21,HID620071,200,0.13
14,HID620095,2500,0.8
10,HID620098,0,0
1,HID620144,1000,1
25,HID620171,1000,0.5
1,HID620190,4500,2.36
5,HID620208,1100,0.5
6,HID620231,2470,1.4
3,HID620486,2100,0.63
14,HID620492,2500,1.8
25,HID620497,0,0
1,HID620575,10000,2
25,HID620644,0,0
9,HID620689,0,0
17,HID620836,0,0
7,HID620900,960,0.16
14,HID620968,6000,1.3
14,HID621072,5000,2
3,HID621123,0,0
5,HID621200,0,0
17,HID621239,0,0
20,HID621242,3500,2
11,HID621353,4800,2
14,HID621388,10800,1.8
7,HID621507,380,0.05
14,HID621554,4000,2.53
12,HID621703,1010,0.6
3,HID621828,0,0
9,HID621840,0,0
2,HID621868,3500,1
6,HID621953,600,0.8
20,HID621998,4000,2
21,HID622077,500,0.5
5,HID622255,1800,0.76
,HID622310,700,0.5
15,HID622324,4000,1.4
16,HID622336,0,0
25,HID622515,2400,0.74
21,HID622570,1300,0.58
3,HID623010,0,0
21,HID623487,0,0
1,HID623635,2900,1.32
4,HID623830,0,0
21,HID623869,0,0
8,HID624076,1800,0.85
5,HID624171,780,0.3
3,HID624344,14000,4.48
4,HID624356,870,0.4
14,HID624609,40900,4.09
9,HID624742,0,0
21,HID624779,420,0.15
21,HID624820,40000,7
22,HID624864,6000,2
2,HID624889,0,0
6,HID624925,720,0.4
15,HID625041,8000,2.5
7,HID625074,520,0.1296
17,HID625139,1000,1
1,HID625191,0,0
10,HID625193,0,0
25,HID625250,935,0.38
19,HID625276,2800,2
12,HID625387,1680,0.8
21,HID625422,6000,1.6
14,HID625472,6000,2.3
2,HID625488,2800,0.8
8,HID625564,0,0
4,HID625576,2940,0.75
14,HID625623,1625,1.1
3,HID625635,600,0.8
25,HID625680,2300,0.5
8,HID625813,2500,0.7
3,HID626035,0,0
7,HID626131,1815,0.52
13,HID626295,3500,2
17,HID626504,300,0.5
14,HID626524,5000,0.6
4,HID626543,4000,1.7202
19,HID626584,3200,2
4,HID626681,2000,1
3,HID626684,4000,1
17,HID626700,0,0
8,HID626751,0,0
11,HID627002,1200,0.5
13,HID627100,0,0
2,HID627296,4000,1.4
21,HID627344,480,0.1
8,HID627478,0,0
6,HID627543,200,0.8
5,HID627652,1000,0.32
1,HID627681,8500,3.76
21,HID627719,2000,0.3888
17,HID627761,0,0
7,HID627827,500,0.15
19,HID627833,3200,3
2,HID627882,0,0
17,HID628058,0,0
6,HID628256,1904,1.9
5,HID628329,1200,1.2
21,HID628380,7000,3
17,HID628413,630,0.3
25,HID628463,0,0
14,HID628568,4000,1.3
2,HID628573,11000,11
17,HID628624,0,0
10,HID628755,3000,0.7
21,HID628923,1144,0.3
14,HID629063,12000,1.3
7,HID629087,3300,1.18
3,HID629133,0,0
3,HID629143,4000,1.5
3,HID629161,1000,0.34
5,HID629183,100,0.05
5,HID629202,0,0
20,HID629245,8000,3
13,HID629288,5000,4.5
12,HID629534,0,0
3,HID629563,1760,1.25
8,HID629570,0,0
14,HID629612,7000,1.8
8,HID629657,0,0
6,HID629794,1000,0.5
5,HID629824,424,0.12
7,HID629842,10000,1.3
5,HID629858,900,0.3
4,HID629871,1000,0.2
17,HID629891,8000,3.8
20,HID629892,800,0.28
7,HID630040,4500,2.7
4,HID630050,21000,16
3,HID630166,80000,18
7,HID630230,300,0.1078
21,HID630304,10000,1.5
20,HID630341,2500,0.5
1,HID630345,1000,1
14,HID630377,5810,2.87
1,HID630445,0,0
14,HID630453,0,0
7,HID630540,910,0.5
8,HID630638,0,0
5,HID630650,1000,0.6
14,HID630749,14500,4
19,HID630753,800,1
20,HID630822,250,0.12
22,HID630995,1500,1
5,HID631098,2100,0.55
24,HID631189,0,0
12,HID631256,780,0.64
14,HID631286,80,0.6
20,HID631324,700,0.4
21,HID631361,0,0
3,HID631380,0,0
15,HID631618,3000,4
20,HID631648,1200,0.61
20,HID631787,500,0.7
8,HID631832,200,0.024
