hhid,feed_Chickens,main_purpose_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_sold_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,breeding_Chickens,breeding_cost_Chickens,vax_Chickens,num_vax_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,trt_vax_spending_Chickens,cur_trt_Chickens,cur_trt_spending_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,purchase_spending_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_eggs_Chickens,for_gift_Chickens,for_meat_Chickens,for_hh_consum_Chickens,for_savings_Chickens,for_breeding_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_2020_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,mortality_rt_Chickens,vax_pct_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_value_Chickens,prod_value_Chickens,area_Chickens,productivity_Chickens,yield_Chickens,feed_Ducks,main_purpose_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_sold_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,breeding_Ducks,breeding_cost_Ducks,vax_Ducks,num_vax_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,trt_vax_spending_Ducks,cur_trt_Ducks,cur_trt_spending_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,purchase_spending_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_eggs_Ducks,for_gift_Ducks,for_meat_Ducks,for_hh_consum_Ducks,for_savings_Ducks,for_breeding_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_2020_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,mortality_rt_Ducks,vax_pct_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_value_Ducks,prod_value_Ducks,area_Ducks,productivity_Ducks,yield_Ducks,weight,province,fhh,covid_shock,ag_comm,livestock_area,rice,area_rice_harvested,area_rice_planted,qty_rice_harvested,qty_rice_own_use,qty_rice_sale,qty_rice_gift,qty_rice_pay,qty_rice_feed,qty_rice_seed,qty_rice_lost,qty_rice_processed,irrigation,drought,flood,extension_training
HID442319,2,1,0,,10,1,0,30,0,,0,50,0,14000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,1,0,0,0,30,60,-30,40,.75,1.5,-.75,.71428573,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,0,14000,182000,182000,.0020000001,90999992,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.474282870025,22,1,1,2,.0020000000949949,0,0,,0,,,,,,,,,1,0,0,
HID442656,2,1,0,,18,1,1,21,0,,0,12,0,17000,0,0,14,0,0,,1,0,0,0,0,0,,0,,,,,,,1,1,0,0,1,0,0,0,21,26,-5,23,.9130435,1.1304348,-.2173913,.27272728,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,0,17000,380800,380800,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.084376209113,21,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID442752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.557347310762,21,0,1,2,,1,0,0,6500,1000,5500,0,0,0,0,0,0,1,0,0,
HID442764,1,3,0,,30,1,0,50,0,,0,10,60,17500,0,0,20,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,1,1,0,0,50,90,-40,70,.71428573,1.2857143,-.5714286,.083333336,0,,,,,,,,,,,1000,,,800,,,,,18000,17500,,16000,40250,2415000,17500,525000,2940000,.00025000001,11759998976,119999.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.028170900035,7,0,1,2,.0015000000130385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID442794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.94445578846231,21,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID442846,1,3,0,,8,1,0,0,0,,0,0,0,18000,0,0,3,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,0,3,-3,11,0,.27272728,-.27272728,0,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,81000,81000,.0138,5869565.5,579.71014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.065423386716,8,0,1,2,.0137999998405576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID442902,1,3,0,,30,1,0,10,0,,0,6,0,16000,0,0,10,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,10,16,-6,36,.27777779,.44444445,-.16666667,.13043478,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,0,16000,240000,240000,.0011538462,208000000,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1459677451077,20,0,1,2,.0049999998882413,1,0,0,3000,2250,750,0,0,0,0,0,0,1,0,0,
HID442918,1,1,0,,23,1,0,13,0,,0,0,6,13000,0,0,20,1,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,1,0,0,0,13,26,-13,36,.3611111,.72222221,-.3611111,0,0,,,,,,,,,,,,,,800,,,,,15000,13000,,16000,29900,179400,13000,312000,491400,.0015,327600000,15333.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.395362666209,17,0,1,1,.0015000000130385,1,0,0,5800,1500,3000,0,1000,0,300,0,0,1,0,0,
HID442954,1,3,0,,4,1,0,0,0,,0,3,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,1,0,0,0,3,-3,7,0,.42857143,-.42857143,.42857143,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,0,0,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7650773448061,17,0,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID443007,1,3,0,,13,1,0,6,0,,0,3,0,17000,0,0,12,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,6,15,-9,22,.27272728,.68181819,-.40909091,.10714286,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,0,17000,265200,265200,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.17715692939279,14,0,1,2,,1,0,0,3000,1000,2000,0,0,0,0,0,0,0,0,0,
HID443022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3292127765657,8,0,1,2,.0020000000949949,1,0,0,2920,810,2100,10,0,0,0,0,0,0,0,0,
HID443292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.756346503468,8,1,1,2,.0020000000949949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID443466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.79522999575,25,0,1,2,.0149999996647239,0,0,,0,,,,,,,,,1,0,0,
HID443479,2,3,0,,10,1,0,0,0,,0,0,0,17000,0,0,3,0,0,,1,0,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,0,3,-3,13,0,.23076923,-.23076923,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,0,17000,76500,76500,.0049999999,15300000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.05086917873,10,0,2,2,.0049999998882413,0,0,,0,,,,,,,,,0,0,0,
HID443561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7520724826675,14,1,1,2,,0,0,,0,,,,,,,,,,0,0,
HID443595,1,3,0,,15,1,0,0,0,,0,3,0,18000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,0,8,-8,23,0,.34782609,-.34782609,.13043478,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,90000,90000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3139540800657,8,0,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
HID443648,1,3,0,,20,1,0,10,0,,0,5,0,16000,0,0,6,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,10,11,-1,21,.47619048,.52380955,-.047619049,.16129032,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,0,16000,144000,144000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.255974465678,3,0,1,2,,1,0,0,7200,1500,5700,0,0,0,0,0,0,0,0,0,
HID443722,2,1,0,,40,1,0,150,0,,0,20,100,16000,0,10,20,0,0,,1,0,0,0,0,0,,1,250000,,,,,,1,1,0,1,1,0,0,0,150,150,0,40,3.75,3.75,0,.10526316,0,,,,,,,,,,,1000,,,800,,,,,18000,16000,,16000,36800,3680000,16000,480000,4160000,.0014084507,2953600000,28400.002,2,3,0,,2,1,0,40,0,,0,10,0,10000,0,5,30,0,0,,1,0,0,0,0,0,,1,40000,,,,,,1,0,0,1,1,1,0,0,40,45,-5,7,5.7142859,6.4285712,-.71428573,.21276596,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,15000,0,10000,750000,750000,.000070422531,10650000384,28400.002,62.2658850920015,7,0,2,2,.0049999998882413,1,0,0,4600,1900,2700,0,0,0,0,0,0,1,0,0,
HID443905,1,2,0,,35,1,0,16,0,,0,6,0,16000,0,0,5,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,0,0,0,16,11,5,30,.53333336,.36666667,.16666667,.13043478,0,,,,,,,,,,,,,,800,,,,,16000,,16000,16000,36800,0,16000,104000,104000,.0024999999,41600000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4905206601735,20,0,1,2,.0024999999441206,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID444101,2,3,0,,25,1,0,10,0,,0,5,0,20000,0,0,6,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,10,11,-1,26,.38461539,.42307693,-.03846154,.1388889,0,,,,,,,,,,,800,,,800,,,,,20000,,20000,16000,46000,0,20000,216000,216000,.0012000001,179999984,20833.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.197896520112,12,1,1,2,.0012000000569969,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID444170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.806748206485,25,0,1,2,.0049999998882413,1,.6,.6,2300,0,2300,0,0,0,0,0,0,1,0,1,
HID444210,1,3,0,,10,1,0,60,0,,0,40,0,17000,0,5,15,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,1,1,1,0,0,60,60,0,10,6,6,0,.5714286,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,39100,0,17000,382500,382500,.000024999999,15300000768,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.994612161735,14,1,1,2,.0003999999898952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID444317,1,3,0,,20,1,1,16,0,,0,14,0,17000,0,0,4,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,16,18,-2,22,.72727275,.81818181,-.090909094,.36842105,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,0,17000,102000,102000,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.163726115314,21,0,1,2,,1,0,0,8300,1800,6000,0,0,500,0,0,0,0,0,0,
HID444384,2,3,0,,50,1,0,30,0,,0,20,30,14000,0,0,20,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,0,1,1,0,0,30,70,-40,90,.33333334,.77777779,-.44444445,.16666667,0,,,,,,,,,,,,,,800,,,,,14000,14000,,16000,32200,966000,14000,392000,1358000,.00060000003,2263333120,83333.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.249587536508,1,1,1,2,.0006000000284985,1,0,0,91670,0,91670,0,0,0,0,0,0,1,0,0,
HID444439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.460973474341,14,0,1,2,.0799999982118607,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID444450,2,3,0,,30,1,0,22,0,,0,5,0,15000,0,0,8,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,22,13,9,21,1.0476191,.61904764,.42857143,.11627907,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,240000,240000,.0044999998,53333336,6666.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4868035100443,2,0,1,2,.0044999998062849,0,0,,0,,,,,,,,,1,0,0,
HID444472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.774323664939,3,0,2,2,.0040000001899898,1,0,0,1600,1250,0,0,0,0,350,0,0,0,1,1,
HID444525,1,1,0,,10,1,0,0,0,,0,8,0,15000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,8,-8,18,0,.44444445,-.44444445,.44444445,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,0,0,,294666656,23365.387,1,1,0,,12,1,0,0,0,,0,9,2,10000,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,11,-11,23,0,.47826087,-.47826087,.39130434,0,,,,,,,,,,,250,,,500,,,,,10000,10000,,12000,15000,30000,10000,0,30000,,319000000,25199.998,43.2166982875522,2,0,2,2,,0,0,,0,,,,,,,,,,0,0,
HID444526,2,3,0,,30,1,0,12,0,,0,5,0,18000,0,0,8,0,0,,0,,0,0,0,0,,0,,,,,,,1,0,0,0,1,1,0,0,12,13,-1,31,.38709676,.41935483,-.032258064,.11627907,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,0,18000,230400,230400,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.558660529569,16,0,1,2,,0,0,,0,,,,,,,,,,0,0,
HID444627,1,3,0,,20,1,0,20,0,,0,5,0,18000,0,0,6,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,20,11,9,11,1.8181819,1,.81818181,.16129032,0,,,,,,,,,,,1000,,,800,,,,,18000,,18000,16000,41400,0,18000,140400,140400,.00028571431,491399968,69999.992,1,3,0,,10,1,0,0,0,,0,0,0,10000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,0,5,-5,15,0,.33333334,-.33333334,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,15000,0,10000,50000,50000,.00014285716,349999968,69999.992,139.21042021655,7,0,1,2,.0040000001899898,1,0,0,110,40,60,0,0,0,10,0,0,1,0,0,
HID444629,2,1,0,,70,1,1,10,0,,0,20,50,12000,0,5,10,0,0,,0,,0,0,0,0,,0,,,,,,,1,1,0,1,1,0,0,0,10,85,-75,145,.068965517,.58620691,-.51724136,.12903225,0,,,,,,,,,,,,,,800,,,,,14000,12000,,16000,27600,1380000,12000,180000,1560000,.0071999999,216666672,9722.2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8367405144121,1,0,2,2,.0071999998763204,0,0,,0,,,,,,,,,,0,0,
HID444794,1,3,0,,37,1,0,22,0,,0,10,0,15000,0,0,15,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,22,25,-3,40,.55000001,.625,-.075000003,.16129032,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,34500,0,15000,292500,292500,.00082835823,353108096,44666.664,1,3,0,,30,1,0,18,0,,0,3,0,10000,0,0,13,0,0,,1,0,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,18,16,2,28,.64285713,.5714286,.071428575,.065217391,0,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,15000,0,10000,325000,325000,.00067164178,483888896,44666.668,102.64344685209,17,0,1,2,.0015000000130385,1,0,0,6300,3300,3000,0,0,0,0,0,0,1,1,0,
HID444805,1,3,0,,20,1,0,15,0,,0,5,0,18000,0,0,4,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,15,9,6,14,1.0714285,.64285713,.42857143,.1724138,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,41400,0,18000,86400,86400,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.67673743639,5,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID444936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.15885716582,21,0,1,2,.0012000000569969,1,0,0,15750,3750,12000,0,0,0,0,0,0,0,0,0,
HID445016,1,3,0,,30,1,0,20,4,20000,0,0,0,17000,0,0,10,0,0,,1,0,0,0,0,0,,0,,,,,,80000,0,0,0,0,1,1,0,0,24,10,14,16,1.5,.625,.875,0,0,,,,,,,,,,,800,,,800,,,,,17000,,17000,16000,39100,0,17000,170000,170000,.0020000001,84999992,14999.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.3948948707143,21,1,1,2,.0020000000949949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
HID445018,1,1,0,,20,1,0,20,0,,0,5,10,16000,0,0,5,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,1,0,0,0,20,20,0,20,1,1,0,.125,0,,,,,,,,,,,,,,800,,,,,15000,16000,,16000,36800,368000,16000,120000,488000,.0032272728,151211264,6197.1831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0624347514108,15,0,1,2,.0355000011622906,1,0,0,7500,1000,6500,0,0,0,0,0,0,1,0,0,
HID445040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.863116453019,5,0,1,2,.0005000000237487,0,0,,0,,,,,,,,,1,1,0,
HID445102,1,3,0,,5,1,0,10,0,,0,0,0,14000,0,0,3,0,0,,0,,0,0,0,0,,0,,,,,,,0,0,0,0,1,1,0,0,10,3,7,1,10,3,7,0,0,,,,,,,,,,,,,,800,,,,,14000,,14000,16000,32200,0,14000,63000,63000,.000016393444,3842999808,304999.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6012219311861,1,0,2,1,.0010000000474975,1,.0005,.0005,23000,1000,22000,0,0,0,0,0,0,1,0,1,
HID445174,1,1,0,,10,0,0,0,0,,0,10,0,15000,0,0,0,0,0,,0,,0,0,0,0,,0,,,,,,,0,1,0,0,0,0,0,0,0,10,-10,20,0,.5,-.5,.5,0,,,,,,,,,,,800,,,800,,,,,15000,,15000,16000,34500,0,15000,0,0,,294666656,23365.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.889839738732,4,1,1,2,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
HID445176,2,1,0,,100,1,0,50,100,5000,0,60,70,15000,0,0,30,0,0,,1,0,0,0,0,0,,0,,,,,,500000,1,1,0,0,1,0,0,0,150,160,-10,110,1.3636364,1.4545455,-.090909094,.23076923,0,,,,,,,,,,,,,,800,,,,,15000,15000,,16000,34500,2415000,15000,675000,3090000,.00084337348,3663857152,118571.43,2,1,0,,30,1,0,20,50,6000,0,30,100,10000,0,0,20,0,0,,1,1,0,0,0,0,,0,,,,,,300000,1,1,0,0,1,0,0,0,70,150,-80,110,.63636363,1.3636364,-.72727275,.16666667,0,,,,,,,,,,,,,,500,,,,,11500,10000,,12000,15000,1500000,10000,600000,2100000,.00025301205,8299999744,118571.42,208.48123564902,6,1,1,2,.0070000002160668,1,0,0,5030,1520,3510,0,0,0,0,0,0,0,0,0,
HID445178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.205606656014,4,0,1,2,.0020000000949949,1,0,0,2500,1500,1000,0,0,0,0,0,0,0,0,0,
