hhid,feed_Chickens,form_contract_Chickens,contract_coverage_Chickens,num_Chickens,births_Chickens,bought_received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,num_vax_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,provision_feed_Chickens,for_sale_live_Chickens,for_gift_Chickens,for_meat_Chickens,for_eggs_total_Chickens,for_eggs_sale_Chickens,for_eggs_consump_Chickens,for_eggs_gift_Chickens,for_eggs_other_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,vax_pct_Chickens,vax_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_lost_pct_Chickens,eggs_kept_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_own_consump_pct_Chickens,eggs_own_consump_Chickens,eggs_sold_pct_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,feed_Ducks,form_contract_Ducks,contract_coverage_Ducks,num_Ducks,births_Ducks,bought_received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,num_vax_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,provision_feed_Ducks,for_sale_live_Ducks,for_gift_Ducks,for_meat_Ducks,for_eggs_total_Ducks,for_eggs_sale_Ducks,for_eggs_consump_Ducks,for_eggs_gift_Ducks,for_eggs_other_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,vax_pct_Ducks,vax_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_lost_pct_Ducks,eggs_kept_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_own_consump_pct_Ducks,eggs_own_consump_Ducks,eggs_sold_pct_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,feed_Geese,form_contract_Geese,contract_coverage_Geese,num_Geese,births_Geese,bought_received_Geese,deaths_Geese,sold_Geese,sale_ppkg_Geese,stolen_Geese,gift_Geese,slghtr_Geese,num_vax_Geese,months_eggs_collected_Geese,days_month_eggs_collect_Geese,daily_avg_egg_prod_Geese,egg_price_Geese,provision_feed_Geese,for_sale_live_Geese,for_gift_Geese,for_meat_Geese,for_eggs_total_Geese,for_eggs_sale_Geese,for_eggs_consump_Geese,for_eggs_gift_Geese,for_eggs_other_Geese,growth_Geese,loss_Geese,net_growth_Geese,num_start_Geese,growth_pct_Geese,loss_pct_Geese,net_growth_pct_Geese,peak_num_Geese,mortality_rt_Geese,vax_pct_Geese,vax_Geese,eggs_total_prod_Geese,eggs_prod_annualized_Geese,eggs_lost_pct_Geese,eggs_kept_pct_Geese,eggs_kept_Geese,eggs_lost_Geese,eggs_own_consump_pct_Geese,eggs_own_consump_Geese,eggs_sold_pct_Geese,eggs_sold_Geese,egg_price_prov_med_Geese,egg_price_obs_Geese,egg_price_impt_Geese,egg_price_natl_med_Geese,eggs_value_lost_Geese,eggs_value_cultiv_Geese,eggs_value_consump_Geese,eggs_revenue_Geese,ppkg_prov_med_Geese,sale_ppkg_obs_Geese,sale_ppkg_impt_Geese,ppkg_natl_med_Geese,sale_price_Geese,sale_revenue_Geese,slghtr_unit_value_Geese,slghtr_value_Geese,prod_value_Geese,province
HID583353,1,0,,70,25,0,10,70,18000,0,5,20,0,,,,,0,1,1,1,0,0,0,0,0,25,105,-80,150,.16666667,.69999999,-.53333336,175,.057142857,0,0,,,,,,,,,,,750,,,800,,,,,17000,18000,,16000,25380,1776600,25380,507600,2284200,1,0,,4,0,0,0,0,10000,0,0,0,0,12,31,3,500,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,4,0,0,0,1116,1095.75,,,,,.75,837,.25,279,500,500,,500,,558000,418500,139500,10000,,10000,12000,20300,,20300,,558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID583400,1,0,,5,0,0,0,0,15000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,,,,,,,,,,,500,,,800,,,,,15000,,15000,16000,21150,,21150,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,3,0,0,0,0,19000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,,,,,,,,,,,10000,,,10000,,,,,19000,,19000,24000,85500,,85500,,0,2
HID583438,1,0,,50,45,0,10,20,18000,4,0,10,0,,,,,0,1,0,1,0,0,0,0,0,45,44,1,49,.91836733,.89795917,.020408163,94,.10638298,0,0,,,,,,,,,,,1000,,,800,,,,,18000,18000,,16000,25380,507600,25380,253800,761400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
HID583577,1,0,,24,30,0,40,20,20000,0,0,12,0,,,,,0,1,0,1,0,0,0,0,0,30,72,-42,66,.45454547,1.0909091,-.63636363,96,.41666666,0,0,,,,,,,,,,,,,,800,,,,,20000,20000,,16000,28200,564000,28200,338400,902400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
HID583592,1,0,,30,35,0,10,0,20000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,35,20,15,15,2.3333333,1.3333334,1,50,.2,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,282000,282000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
HID583827,2,0,,4,35,0,20,0,14000,3,0,10,0,,,,,1,0,0,1,0,0,0,0,0,35,33,2,2,17.5,16.5,1,37,.54054052,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,197400,197400,2,0,,8,0,0,0,0,10000,0,0,1,0,,,,,1,0,0,1,0,0,0,0,0,0,1,-1,9,0,.11111111,-.11111111,9,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,20300,20300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID583839,1,0,,6,4,0,0,0,17000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,4,0,4,2,2,0,2,6,0,0,0,,,,,,,,,,,,,,800,,,,,17000,,17000,16000,23970,,23970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID583878,2,0,,20,100,0,50,0,13000,0,0,10,0,,,,,1,0,0,1,0,0,0,0,0,100,60,40,1,100,60,40,101,.49504951,0,0,,,,,,,,,,,700,,,800,,,,,13000,,13000,16000,18330,,18330,183300,183300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID583974,2,0,,35,28,0,10,20,15000,0,0,6,0,,,,,1,1,0,1,0,0,0,0,0,28,36,-8,43,.6511628,.83720928,-.18604651,71,.14084508,0,0,,,,,,,,,,,1000,,,800,,,,,14000,15000,,16000,21150,423000,21150,126900,549900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID584137,1,0,,10,50,0,20,0,16000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,50,30,20,1,50,30,20,51,.39215687,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,225600,225600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID584174,1,0,,200,50,50,15,60,15000,0,0,30,200,,,,,0,1,0,1,0,0,0,0,0,100,105,-5,205,.48780489,.51219511,-.024390243,305,.049180329,.6557377,1,,,,,,,,,,,500,,,800,,,,,16000,15000,,16000,21150,1269000,21150,634500,1903500,1,0,,50,0,30,5,80,9000,0,0,0,0,,,,,0,1,0,0,0,0,0,0,0,30,85,-55,105,.2857143,.80952382,-.52380955,135,.037037037,0,0,,,,,,,,,,,400,,,500,,,,,11000,9000,,12000,18270,1461600,18270,,1461600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID584225,2,0,,12,6,0,2,0,14000,0,0,3,0,,,,,1,0,0,1,0,0,0,0,0,6,5,1,11,.54545456,.45454547,.090909094,17,.11764706,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,59220,59220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID584235,1,0,,5,7,1,0,20,10000,0,0,15,0,,,,,0,1,0,1,0,0,0,0,0,8,35,-27,32,.25,1.09375,-.84375,40,0,0,0,,,,,,,,,,,1200,,,800,,,,,18000,10000,,16000,14100,282000,14100,211500,493500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID584254,1,0,,12,8,0,0,0,18000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,8,10,-2,14,.5714286,.71428573,-.14285715,22,0,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,25380,,25380,253800,253800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID584256,1,0,,20,8,0,0,0,17000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,8,0,8,12,.66666669,0,.66666669,20,0,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID584349,2,0,,400,370,0,300,200,15000,0,5,100,0,3,15,10,1000,1,1,1,1,1,1,0,0,0,370,605,-235,635,.58267719,.95275593,-.37007874,1005,.29850745,0,0,450,3652.5,,,,,0,0,1,450,750,1000,,800,,450000,0,450000,17000,15000,,16000,21150,4230000,21150,2115000,6795000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,11,3,0,0,15,35000,0,0,2,0,2,6,2,10000,1,1,0,1,1,1,0,0,0,3,17,-14,25,.12,.68000001,-.56,28,0,0,0,24,730.5,,,,,0,0,1,24,10000,10000,,10000,,240000,0,240000,23000,35000,,24000,157500,2362500,157500,315000,2917500,7
HID584374,1,0,,34,30,0,0,15,13000,0,0,20,34,,,,,0,1,0,1,0,0,0,0,0,30,35,-5,39,.76923078,.8974359,-.12820514,69,0,.49275362,1,,,,,,,,,,,700,,,800,,,,,13000,13000,,16000,18330,274950,18330,366600,641550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID584393,2,0,,50,100,10,30,20,15000,20,0,50,0,,,,,1,1,0,1,0,0,0,0,0,110,120,-10,60,1.8333334,2,-.16666667,170,.17647059,0,0,,,,,,,,,,,500,,,800,,,,,15000,15000,,16000,21150,423000,21150,1057500,1480500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID584586,2,0,,110,40,0,25,28,14000,0,0,17,1,12,31,10,500,1,1,0,1,1,0,0,0,1,40,70,-30,140,.2857143,.5,-.21428572,180,.1388889,.0055555557,1,3720,3652.5,.25,.75,2790,930,0,0,0,0,500,,800,800,465000,1395000,0,0,15000,14000,,16000,19740,552720,19740,335580,2283300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
HID584635,1,1,0,17,7,0,20,0,16000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,7,30,-23,40,.175,.75,-.57499999,47,.42553192,0,0,,,,,,,,,,,500,,,800,,,,,16000,,16000,16000,22560,,22560,225600,225600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID584789,2,0,,25,35,0,10,15,14000,0,0,25,0,,,,,1,1,0,1,0,0,0,0,0,35,50,-15,40,.875,1.25,-.375,75,.13333334,0,0,,,,,,,,,,,1000,,,800,,,,,14000,14000,,16000,19740,296100,19740,493500,789600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID584796,1,0,,15,10,0,15,0,18000,0,0,6,0,,,,,0,0,0,1,0,0,0,0,0,10,21,-11,26,.38461539,.80769229,-.42307693,36,.41666666,0,0,,,,,,,,,,,1200,,,800,,,,,18000,,18000,16000,25380,,25380,152280,152280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
HID584824,1,0,,5,7,0,25,20,15000,0,0,8,0,,,,,0,1,0,1,0,0,0,0,0,7,53,-46,51,.13725491,1.0392157,-.90196079,58,.43103448,0,0,,,,,,,,,,,,,,800,,,,,18000,15000,,16000,21150,423000,21150,169200,592200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID584931,2,0,,2,60,0,6,0,20000,0,0,6,0,,,,,1,0,0,1,0,0,0,0,0,60,12,48,1,60,12,48,61,.098360658,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,169200,169200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
HID585067,2,0,,20,10,0,3,0,14000,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,10,3,7,13,.76923078,.23076923,.53846157,23,.13043478,0,0,,,,,,,,,,,1000,,,800,,,,,14000,,14000,16000,19740,,19740,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
HID585195,1,0,,22,7,0,0,0,15750,0,0,5,0,,,,,0,0,0,1,0,0,0,0,0,7,5,2,20,.34999999,.25,.1,27,0,0,0,,,,,,,,,,,800,,,800,,,,,15750,,15750,16000,22207.5,,22207.5,111037.5,111037.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
HID585335,1,0,,4,12,0,0,0,15000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,12,0,12,1,12,0,12,13,0,0,0,,,,,,,,,,,,,,800,,,,,15000,,15000,16000,21150,,21150,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
HID585375,1,0,,24,80,0,40,0,17000,0,0,28,0,,,,,0,0,0,1,0,0,0,0,0,80,68,12,12,6.6666665,5.6666665,1,92,.43478259,0,0,,,,,,,,,,,750,,,800,,,,,17000,,17000,16000,23970,,23970,671160,671160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
HID585434,1,0,,10,11,2,3,0,20000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,13,3,10,1,13,3,10,14,.21428572,0,0,,,,,,,,,,,,,,800,,,,,20000,,20000,16000,28200,,28200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
HID585451,1,0,,50,16,0,35,0,18000,10,0,8,0,,,,,0,0,0,1,0,0,0,0,0,16,53,-37,87,.18390805,.60919541,-.42528737,103,.33980581,0,0,,,,,,,,,,,,,,800,,,,,18000,,18000,16000,25380,,25380,203040,203040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
HID585526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,27,19,0,22,0,24000,0,0,2,0,,,,,0,0,0,1,0,0,0,0,0,19,24,-5,32,.59375,.75,-.15625,51,.43137255,0,0,,,,,,,,,,,,,,10000,,,,,,,,24000,108000,,108000,216000,216000,6
HID585584,1,0,,50,15,0,0,20,18000,0,0,0,0,,,,,0,1,0,0,0,0,0,0,0,15,20,-5,55,.27272728,.36363637,-.090909094,70,0,0,0,,,,,,,,,,,900,,,800,,,,,16000,18000,,16000,25380,507600,25380,,507600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID585773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID585779,1,0,,70,50,0,60,0,16000,2,2,10,0,,,,,0,0,1,1,0,0,0,0,0,50,74,-24,94,.53191489,.78723407,-.25531915,144,.41666666,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,225600,225600,1,0,,120,100,0,90,4,12000,0,0,12,0,,,,,0,1,0,1,0,0,0,0,0,100,106,-6,126,.79365081,.84126985,-.047619049,226,.39823008,0,0,,,,,,,,,,,500,,,500,,,,,15000,12000,,12000,24360,97440,24360,292320,389760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID585919,1,0,,18,15,0,0,0,16000,0,0,3,0,,,,,0,0,0,1,0,0,0,0,0,15,3,12,6,2.5,.5,2,21,0,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,67680,67680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID585936,1,0,,10,17,2,9,0,17000,2,0,5,0,,,,,0,0,0,1,0,0,0,0,0,19,16,3,7,2.7142856,2.2857144,.42857143,26,.34615386,0,0,,,,,,,,,,,1000,,,800,,,,,17000,,17000,16000,23970,,23970,119850,119850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID585955,1,0,,30,40,2,20,0,13000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,42,30,12,18,2.3333333,1.6666666,.66666669,60,.33333334,0,0,,,,,,,,,,,700,,,800,,,,,13000,,13000,16000,18330,,18330,183300,183300,2,0,,300,200,300,15,485,10000,0,0,0,0,,,,,1,1,0,0,0,0,0,0,0,500,500,0,300,1.6666666,1.6666666,0,800,.018750001,0,0,,,,,,,,,,,500,,,500,,,,,10000,10000,,12000,20300,9845500,20300,,9845500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HID585977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,25,0,0,0,0,12000,0,0,21,0,12,20,3,260,1,0,0,1,1,0,1,0,0,0,21,-21,46,0,.45652175,-.45652175,46,0,0,0,720,1095.75,,,,,1,720,,,260,,260,500,,187200,187200,,12000,,12000,12000,24360,,24360,511560,698760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
HID586020,1,0,,20,30,0,10,20,16000,0,0,5,0,,,,,0,1,0,1,0,0,0,0,0,30,35,-5,25,1.2,1.4,-.2,55,.18181819,0,0,,,,,,,,,,,1000,,,800,,,,,17000,16000,,16000,22560,451200,22560,112800,564000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
HID586084,1,0,,15,30,0,20,15,15000,0,0,20,0,,,,,0,1,0,1,0,0,0,0,0,30,55,-25,40,.75,1.375,-.625,70,.2857143,0,0,,,,,,,,,,,,,,800,,,,,17000,15000,,16000,21150,317250,21150,423000,740250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
HID586114,2,0,,40,30,0,10,12,16000,15,0,7,0,,,,,1,1,0,1,0,0,0,0,0,30,44,-14,54,.55555558,.81481481,-.25925925,84,.11904762,0,0,,,,,,,,,,,500,,,800,,,,,16000,16000,,16000,22560,270720,22560,157920,428640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
HID586324,2,0,,5,10,0,5,0,16000,0,0,5,0,,,,,1,0,0,1,0,0,0,0,0,10,10,0,5,2,2,0,15,.33333334,0,0,,,,,,,,,,,900,,,800,,,,,16000,,16000,16000,22560,,22560,112800,112800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
HID586379,1,0,,15,30,0,10,0,13000,0,0,10,0,,,,,0,0,0,1,0,0,0,0,0,30,20,10,5,6,4,2,35,.2857143,0,0,,,,,,,,,,,700,,,800,,,,,13000,,13000,16000,18330,,18330,183300,183300,1,0,,12,0,0,0,0,10000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,,,,,,,,,,,500,,,500,,,,,10000,,10000,12000,20300,,20300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
