hhid,weight,province,feed_Buffalo,form_contract_Buffalo,contract_coverage_Buffalo,main_purpose_Buffalo,LIVESTOCKAGE_Buffalo,num_ado_male_Buffalo,num_ado_fem_Buffalo,num_adult_male_Buffalo,num_adult_fem_Buffalo,births_Buffalo,bought_received_Buffalo,deaths_Buffalo,sold_Buffalo,sale_price_Buffalo,stolen_Buffalo,gift_Buffalo,slghtr_Buffalo,num_vax_Buffalo,num_Buffalo,provision_feed_Buffalo,for_sale_live_Buffalo,for_gift_Buffalo,for_meat_Buffalo,for_draught_Buffalo,for_breeding_Buffalo,for_milk_Buffalo,growth_Buffalo,loss_Buffalo,net_growth_Buffalo,num_start_Buffalo,growth_pct_Buffalo,loss_pct_Buffalo,net_growth_pct_Buffalo,peak_num_Buffalo,mortality_rt_Buffalo,vax_pct_Buffalo,vax_Buffalo,price_prov_med_Buffalo,sale_price_obs_Buffalo,sale_price_impt_Buffalo,price_natl_med_Buffalo,sale_revenue_Buffalo,slghtr_unit_value_Buffalo,slghtr_value_Buffalo,prod_value_Buffalo,feed_Cattle,form_contract_Cattle,contract_coverage_Cattle,main_purpose_Cattle,LIVESTOCKAGE_Cattle,num_ado_male_Cattle,num_ado_fem_Cattle,num_adult_male_Cattle,num_adult_fem_Cattle,births_Cattle,bought_received_Cattle,deaths_Cattle,sold_Cattle,sale_price_Cattle,stolen_Cattle,gift_Cattle,slghtr_Cattle,num_vax_Cattle,num_Cattle,provision_feed_Cattle,for_sale_live_Cattle,for_gift_Cattle,for_meat_Cattle,for_draught_Cattle,for_breeding_Cattle,for_milk_Cattle,growth_Cattle,loss_Cattle,net_growth_Cattle,num_start_Cattle,growth_pct_Cattle,loss_pct_Cattle,net_growth_pct_Cattle,peak_num_Cattle,mortality_rt_Cattle,vax_pct_Cattle,vax_Cattle,price_prov_med_Cattle,sale_price_obs_Cattle,sale_price_impt_Cattle,price_natl_med_Cattle,sale_revenue_Cattle,slghtr_unit_value_Cattle,slghtr_value_Cattle,prod_value_Cattle,feed_Pigs,form_contract_Pigs,contract_coverage_Pigs,main_purpose_Pigs,LIVESTOCKAGE_Pigs,num_ado_male_Pigs,num_ado_fem_Pigs,num_adult_male_Pigs,num_adult_fem_Pigs,births_Pigs,bought_received_Pigs,deaths_Pigs,sold_Pigs,sale_price_Pigs,stolen_Pigs,gift_Pigs,slghtr_Pigs,num_vax_Pigs,num_Pigs,provision_feed_Pigs,for_sale_live_Pigs,for_gift_Pigs,for_meat_Pigs,for_draught_Pigs,for_breeding_Pigs,for_milk_Pigs,growth_Pigs,loss_Pigs,net_growth_Pigs,num_start_Pigs,growth_pct_Pigs,loss_pct_Pigs,net_growth_pct_Pigs,peak_num_Pigs,mortality_rt_Pigs,vax_pct_Pigs,vax_Pigs,price_prov_med_Pigs,sale_price_obs_Pigs,sale_price_impt_Pigs,price_natl_med_Pigs,sale_revenue_Pigs,slghtr_unit_value_Pigs,slghtr_value_Pigs,prod_value_Pigs,fhh,covid_shock,ag_comm,animal_area,animal_ded_area,qty_rice_harvested,area_rice_harvested,irrigation,drought,flood,extension_training
HID422772,126.335216017861,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,4,0,0,1,0,0,1,0,2850000,0,0,0,2,5,No feed,Yes,No,No,No,No,No,0,1,-1,6,0,.16666667,-.16666667,6,.16666667,.33333334,Yes,2850000,,2850000,2000000,,2850000,,0,A mix of grazing and feeding,No,,Live sale,1,7,5,0,1,12,0,0,5,300000,0,0,0,0,13,Feed,Yes,No,No,No,No,No,12,5,7,6,2,.83333331,1.1666666,18,0,0,No,670000,300000,,600000,1500000,300000,,1500000,0,1,2,.0099999997764826,1,12000,2,1,No,No,
HID422792,335.219268531342,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,0,0,1,1,0,0,0,3000000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,1,0,1,1,1,0,1,2,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0599999986588955,1,2150,.85,1,No,No,
HID422880,196.230742958163,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,0,0,1,1,0,0,0,2000000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,1,0,1,1,1,0,1,2,0,0,No,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0035000001080334,1,4000,2.4,1,No,Yes,
HID422914,178.731568716674,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,5300,1.5,1,Yes,No,
HID423099,206.315933334726,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003000000142492,1,0,0,,No,No,
HID423202,30.4559647751665,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0007999999797903,1,10000,4,1,No,No,
HID423292,158.391998668926,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,1,1,2,0,1,5,0,3,0,850000,0,0,0,5,4,Feed,Yes,No,No,No,No,No,5,3,2,2,2.5,1.5,1,7,.42857143,.71428573,Yes,850000,,850000,600000,,850000,,0,0,1,2,.0080000003799796,1,1680,.6,1,No,No,
HID423388,81.99049474831661,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,1,6,0,0,0,6,0,1,18,935000,0,0,0,6,6,Feed,Yes,No,No,No,No,No,6,19,-13,19,.31578946,1,-.68421054,25,.039999999,.23999999,Yes,850000,935000,,600000,16830000,935000,,16830000,0,1,2,.0063999998383224,1,0,0,1,No,No,
HID423570,111.610806712649,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,0,1,4,2,0,0,0,2500000,0,0,0,4,7,No feed,Yes,No,No,No,No,No,2,0,2,5,.40000001,0,.40000001,7,0,.5714286,Yes,2500000,,2500000,2000000,,2500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0010000000474975,1,0,0,,No,No,
HID423669,33.4677211400787,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,1,0,2,0,0,0,2,0,1,400000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,2,1,1,1,2,1,1,3,0,0,No,600000,400000,,600000,400000,400000,,400000,0,1,2,.0020000000949949,1,1800,1,1,No,No,
HID423671,99.86577389211369,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,1,0,0,1,0,0,1,2000000,0,0,0,1,2,No feed,Yes,No,No,No,No,No,1,1,0,2,.5,.5,0,3,0,.33333334,Yes,3000000,2000000,,2000000,2000000,2000000,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0048000002279878,1,1650,1.13,1,No,No,
HID423706,155.102571777136,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,3,1,5,3,0,0,0,2000000,0,0,0,0,11,No feed,Yes,No,No,No,No,No,3,0,3,8,.375,0,.375,11,0,0,No,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,0,0,1,No,No,
HID423730,146.550520283795,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,0,1,1,1,0,0,2,2500000,0,0,0,2,3,No feed,Yes,No,No,No,No,No,1,2,-1,4,.25,.5,-.25,5,0,.40000001,Yes,3000000,2500000,,2000000,5000000,2500000,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,1650,.66,1,No,No,
HID423839,164.060653877927,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0005000000237487,1,750,.156,1,No,No,
HID423860,23.4888376348287,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,0,0,0,No,No,
HID423877,112.469003962259,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,1,0,0,0,0,3000000,0,0,0,0,1,No feed,Yes,No,No,No,No,No,0,0,0,1,0,0,0,1,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,1050,.53,1,No,No,
HID423895,45.1683303176575,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,0,0,1,0,0,0,0,2600000,0,0,0,2,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,1,Yes,2600000,,2600000,2000000,,2600000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0026000000070781,1,2000,1,1,No,No,
HID423935,156.205399515709,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,3,0,4,0,0,0,4,2300000,0,1,0,4,9,No feed,Yes,Yes,No,No,No,No,0,5,-5,14,0,.35714287,-.35714287,14,0,.2857143,Yes,3000000,2300000,,2000000,9200000,2300000,,9200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0017999999690801,1,3200,1.5,1,No,No,
HID424059,135.987904809739,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,12000,3,1,No,No,
HID424085,100.287431769186,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,2,0,0,0,1,1,0,0,1,2250000,0,0,0,0,1,Feed,Yes,No,No,No,No,No,1,1,0,1,1,1,0,2,0,0,No,3000000,2250000,,2000000,2250000,2250000,,2250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0017999999690801,1,610,.35,1,No,No,
HID424111,78.2321159986877,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0099999997764826,1,0,0,1,No,No,
HID424221,312.766682795853,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015999999595806,1,700,.5,1,Yes,No,
HID424450,252.140474552002,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,.0006000000284985,1,0,0,1,No,Yes,
HID424504,160.944760322024,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,2,0,0,20,5,0,50,0,47,3000000,0,0,0,3,25,Feed,Yes,No,No,No,No,No,50,47,3,22,2.2727273,2.1363637,.13636364,72,0,.041666668,Yes,2000000,3000000,,2000000,141000000,3000000,,141000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,.0041999998502433,1,3500,2.19,1,No,No,
HID424905,93.1209055383372,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0048000002279878,1,0,0,,No,No,
HID424943,152.214793582476,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,Yes,No,Live sale,2,0,1,0,3,1,3,0,0,2850000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,4,0,4,1,4,0,4,5,0,0,No,2850000,,2850000,2000000,,2850000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0012000000569969,1,0,0,1,No,No,
HID424958,384.781502158826,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Breeding,1,10,0,0,1,10,0,0,0,700000,0,0,0,10,11,Feed,No,No,No,No,Yes,No,10,0,10,1,10,0,10,11,0,.90909094,Yes,700000,,700000,600000,,700000,,0,0,1,2,.0024000001139939,1,6000,2,1,No,No,
HID424988,313.063851952804,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,2,0,2,1,0,0,1,1750000,0,0,0,0,6,No feed,Yes,No,No,No,No,No,1,1,0,6,.16666667,.16666667,0,7,0,0,No,1450000,1750000,,2000000,1750000,1750000,,1750000,Only grazing,No,,Breeding,1,0,2,0,0,0,0,0,0,400000,0,0,0,0,2,No feed,No,No,No,No,Yes,No,0,0,0,2,0,0,0,2,0,0,No,400000,,400000,600000,,400000,,0,0,1,2,.0040000001899898,1,3000,1.5,1,No,No,
HID425079,134.720359216854,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,1960,.72,1,No,No,
HID425149,134.711448658158,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,2,0,2,0,0,0,1,2000000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,0,1,-1,5,0,.2,-.2,5,0,0,No,1500000,2000000,,2000000,2000000,2000000,,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,2000,2.12,1,No,No,
HID425230,146.030681120011,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0020000000949949,1,4000,.8,1,No,No,
HID425236,101.412356622926,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,1,0,0,0,0,3000000,0,0,0,1,1,No feed,Yes,No,No,No,No,No,0,0,0,1,0,0,0,1,0,1,Yes,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,2660,1.16,1,Yes,No,
HID425555,113.930226602461,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,0,0,6,0,0,0,2,2500000,0,0,0,0,8,No feed,Yes,No,No,No,No,No,0,2,-2,10,0,.2,-.2,10,0,0,No,1500000,2500000,,2000000,5000000,2500000,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0049999998882413,1,1800,2,1,No,No,
HID425596,283.74870052463,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,3960,2,1,Yes,No,
HID425622,113.196660167092,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015000000130385,1,3000,.34,1,No,No,
HID425655,221.121202081264,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,0,700,.2,1,No,No,
HID425741,136.828740650677,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,5,4,0,0,0,0,1800000,0,0,0,0,9,No feed,Yes,No,No,No,No,No,0,0,0,9,0,0,0,9,0,0,No,1800000,,1800000,2000000,,1800000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,2400,3,1,No,No,
HID425783,143.796414212334,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Breeding,2,0,0,0,3,0,0,0,3,2500000,0,0,0,3,3,No feed,Yes,No,No,No,Yes,No,0,3,-3,6,0,.5,-.5,6,0,.5,Yes,1775000,2500000,,2000000,7500000,2500000,,7500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.00089999998454,1,21000,1.5,0,No,No,
HID425808,335.219268531342,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,1,1,0,0,0,3000000,0,1,0,0,2,No feed,Yes,Yes,No,No,No,No,1,1,0,2,.5,.5,0,3,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0009500000160187,1,2010,.87,1,No,No,
HID425841,55.8234768083223,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0001999999949476,1,0,0,,No,No,
HID425901,266.155541659772,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Draught,2,0,0,0,2,0,2,0,0,3000000,0,0,0,0,2,No feed,No,No,No,Yes,No,No,2,0,2,1,2,0,2,3,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,0,750,.4,1,Yes,No,
HID426049,31.2177903040105,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,20,2,12,11,0,0,10,1100000,4,0,0,0,36,No feed,Yes,No,No,No,No,No,11,14,-3,39,.2820513,.35897437,-.07692308,50,0,0,No,1500000,1100000,,2000000,11000000,1100000,,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0054000001400709,1,0,0,1,No,Yes,
HID426139,179.324709655175,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,2,1,0,0,2,1,0,0,1,2480000,0,0,0,2,3,Feed,Yes,No,No,No,No,No,1,1,0,3,.33333334,.33333334,0,4,0,.5,Yes,2000000,2480000,,2000000,2480000,2480000,,2480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0199999995529652,1,2000,1.5,1,No,Yes,
HID426226,253.503242183618,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,1,0,2,0,0,0,0,2000000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,0,0,0,4,0,0,0,4,0,0,No,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0049999998882413,1,3000,1.45,1,No,No,
HID426290,442.042985554323,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,6000,1.5,1,No,No,
HID426312,17.5408705766683,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024000001139939,1,0,0,1,No,No,
HID426357,320.867026414726,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Breeding,2,0,1,0,2,1,0,0,0,1900000,0,0,0,0,3,No feed,No,No,No,No,Yes,No,1,0,1,2,.5,0,.5,3,0,0,No,1900000,,1900000,2000000,,1900000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,.0005000000237487,1,0,0,1,No,No,
HID426374,33.6230445230251,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0003999999898952,1,3000,1,1,No,No,
HID426512,130.245144768635,Svay Rieng,Only grazing,No,,Live sale,2,2,0,2,3,2,0,0,2,4000000,0,0,0,0,7,No feed,Yes,No,No,No,No,No,2,2,0,7,.2857143,.2857143,0,9,0,0,No,3200000,4000000,,3200000,8000000,4000000,,8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0051000001840293,1,18000,3.9,1,No,No,
HID426629,125.57185539334,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.00044999999227,1,0,0,1,No,No,
HID426726,101.001924714391,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,1,1,0,0,1,3000000,0,0,0,2,1,No feed,Yes,No,No,No,No,No,1,1,0,1,1,1,0,2,0,1,Yes,2500000,3000000,,2000000,3000000,3000000,,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,875,.3,1,No,No,
HID426785,299.835579293933,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0027999999001622,1,0,0,0,No,No,
HID426789,129.11051985447,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0070000002160668,1,0,0,0,No,No,
HID426896,117.332096231921,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,2,1,0,0,0,2750000,0,0,0,0,3,No feed,Yes,No,No,No,No,No,1,0,1,2,.5,0,.5,3,0,0,No,2750000,,2750000,2000000,,2750000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0060000000521541,1,0,0,0,No,No,
